lr-AdamW/pg1,lr-AdamW/pg2,lr-AdamW/pg3,step,CD_Loss,MSE_Bias_Loss,MSE_Var_Loss,epoch
,,,944,-110.66835021972656,0.2390928417444229,0.590126097202301,2
0.0005,0.0005,0.0005,949,,,,
,,,949,-39.24603271484375,0.2431786209344864,0.5904137492179871,2
0.0005,0.0005,0.0005,954,,,,
,,,954,-134.81289672851562,0.23323234915733337,0.5853172540664673,2
0.0005,0.0005,0.0005,959,,,,
,,,959,-86.44223022460938,0.24711692333221436,0.601127028465271,2
0.0005,0.0005,0.0005,964,,,,
,,,964,-132.73687744140625,0.22985400259494781,0.5613725781440735,2
0.0005,0.0005,0.0005,969,,,,
,,,969,-133.2503662109375,0.23102904856204987,0.5945711135864258,2
0.0005,0.0005,0.0005,974,,,,
,,,974,-157.18594360351562,0.2336171567440033,0.5770325064659119,2
0.0005,0.0005,0.0005,979,,,,
,,,979,-57.828529357910156,0.24618913233280182,0.5950303077697754,2
0.0005,0.0005,0.0005,984,,,,
,,,984,-140.70852661132812,0.2261764407157898,0.5716115236282349,2
0.0005,0.0005,0.0005,989,,,,
,,,989,-134.12513732910156,0.23623453080654144,0.5897132158279419,2
0.0005,0.0005,0.0005,994,,,,
,,,994,-139.01380920410156,0.2274830937385559,0.5776075124740601,2
0.0005,0.0005,0.0005,999,,,,
,,,999,-145.5743865966797,0.2291155457496643,0.5729659199714661,2
0.0005,0.0005,0.0005,1004,,,,
,,,1004,-110.56265258789062,0.23738110065460205,0.5700010061264038,2
0.0005,0.0005,0.0005,1009,,,,
,,,1009,-101.24118041992188,0.23051759600639343,0.5735310912132263,2
0.0005,0.0005,0.0005,1014,,,,
,,,1014,-154.75973510742188,0.22457829117774963,0.5809247493743896,2
0.0005,0.0005,0.0005,1019,,,,
,,,1019,-109.59980010986328,0.2433038055896759,0.5855802297592163,2
0.0005,0.0005,0.0005,1024,,,,
,,,1024,-158.5384521484375,0.2278260588645935,0.5870183110237122,2
0.0005,0.0005,0.0005,1029,,,,
,,,1029,-197.0353546142578,0.2207341492176056,0.5492380261421204,2
0.0005,0.0005,0.0005,1034,,,,
,,,1034,-164.47938537597656,0.22602225840091705,0.5818766355514526,2
0.0005,0.0005,0.0005,1039,,,,
,,,1039,-149.23312377929688,0.24460670351982117,0.6005116105079651,2
0.0005,0.0005,0.0005,1044,,,,
,,,1044,-142.19760131835938,0.2301555573940277,0.5753331184387207,2
0.0005,0.0005,0.0005,1049,,,,
,,,1049,-90.94969940185547,0.24969357252120972,0.5840699076652527,2
0.0005,0.0005,0.0005,1054,,,,
,,,1054,-64.68232727050781,0.23421575129032135,0.5612539052963257,2
0.0005,0.0005,0.0005,1059,,,,
,,,1059,-94.73980712890625,0.24357466399669647,0.6006626486778259,2
0.0005,0.0005,0.0005,1064,,,,
,,,1064,-153.51101684570312,0.2327118068933487,0.5713181495666504,2
0.0005,0.0005,0.0005,1069,,,,
,,,1069,-92.21829223632812,0.22996461391448975,0.5774013996124268,2
0.0005,0.0005,0.0005,1074,,,,
,,,1074,-83.07305908203125,0.24296584725379944,0.5812423229217529,2
0.0005,0.0005,0.0005,1079,,,,
,,,1079,-120.33492279052734,0.23799468576908112,0.5749968886375427,2
0.0005,0.0005,0.0005,1084,,,,
,,,1084,-72.87596130371094,0.2426186352968216,0.5869395732879639,2
0.0005,0.0005,0.0005,1089,,,,
,,,1089,-174.7921905517578,0.23029856383800507,0.5691744089126587,2
0.0005,0.0005,0.0005,1094,,,,
,,,1094,-152.61114501953125,0.24051737785339355,0.5722150802612305,2
0.0005,0.0005,0.0005,1099,,,,
,,,1099,-120.56217956542969,0.24606972932815552,0.590297281742096,2
0.0005,0.0005,0.0005,1104,,,,
,,,1104,-97.17548370361328,0.23806388676166534,0.5762845873832703,2
0.0005,0.0005,0.0005,1109,,,,
,,,1109,-113.6606216430664,0.24701616168022156,0.5958783030509949,2
0.0005,0.0005,0.0005,1114,,,,
,,,1114,-113.27848815917969,0.2517789602279663,0.5880588889122009,2
0.0005,0.0005,0.0005,1119,,,,
,,,1119,-136.55706787109375,0.2380830943584442,0.5722604990005493,2
0.0005,0.0005,0.0005,1124,,,,
,,,1124,-132.4768829345703,0.24532485008239746,0.587482750415802,2
0.0005,0.0005,0.0005,1129,,,,
,,,1129,-59.18285369873047,0.24329952895641327,0.5793696641921997,2
0.0005,0.0005,0.0005,1134,,,,
,,,1134,-175.9862823486328,0.23461785912513733,0.586431622505188,2
0.0005,0.0005,0.0005,1139,,,,
,,,1139,-139.6060791015625,0.2379475086927414,0.5619745850563049,2
0.0005,0.0005,0.0005,1144,,,,
,,,1144,-144.11830139160156,0.2509067952632904,0.5925496220588684,2
0.0005,0.0005,0.0005,1149,,,,
,,,1149,-118.37800598144531,0.24287158250808716,0.5913363695144653,2
0.0005,0.0005,0.0005,1154,,,,
,,,1154,-138.4656982421875,0.24040140211582184,0.580916166305542,2
0.0005,0.0005,0.0005,1159,,,,
,,,1159,-136.6593780517578,0.24347104132175446,0.5814929008483887,2
0.0005,0.0005,0.0005,1164,,,,
,,,1164,-100.20721435546875,0.23597145080566406,0.5651765465736389,2
0.0005,0.0005,0.0005,1169,,,,
,,,1169,-111.39625549316406,0.23482844233512878,0.5922111868858337,2
0.0005,0.0005,0.0005,1174,,,,
,,,1174,-44.835235595703125,0.2480349987745285,0.567696213722229,2
0.0005,0.0005,0.0005,1179,,,,
,,,1179,-167.47093200683594,0.2412876933813095,0.5818382501602173,2
0.0005,0.0005,0.0005,1184,,,,
,,,1184,-102.66118621826172,0.25233495235443115,0.5800676345825195,2
0.0005,0.0005,0.0005,1189,,,,
,,,1189,-107.95792388916016,0.25175943970680237,0.5787843465805054,2
0.0005,0.0005,0.0005,1194,,,,
,,,1194,-142.795654296875,0.24897010624408722,0.574185848236084,2
0.0005,0.0005,0.0005,1199,,,,
,,,1199,-128.36843872070312,0.25107714533805847,0.5821198225021362,2
0.0005,0.0005,0.0005,1204,,,,
,,,1204,-125.24618530273438,0.24547602236270905,0.5766162276268005,2
0.0005,0.0005,0.0005,1209,,,,
,,,1209,-130.3534698486328,0.245388925075531,0.5850163102149963,2
0.0005,0.0005,0.0005,1214,,,,
,,,1214,-113.56561279296875,0.25913527607917786,0.5857929587364197,2
0.0005,0.0005,0.0005,1219,,,,
